"phi_g8_eig_1","Points:0","Points:1","Points:2"
32.021,0,-42.164,0
31.999,0,-41.91,0
31.918,0,-41.656,0
31.822,0,-41.402,0
31.725,0,-41.148,0
31.629,0,-40.894,0
31.533,0,-40.64,0
31.45,0,-40.386,0
31.468,0,-40.132,0
31.487,0,-39.878,0
31.506,0,-39.624,0
31.525,0,-39.37,0
31.544,0,-39.116,0
31.65,0,-38.862,0
31.871,0,-38.608,0
32.092,0,-38.354,0
32.314,0,-38.1,0
32.535,0,-37.846,0
32.756,0,-37.592,0
33.056,0,-37.338,0
33.383,0,-37.084,0
33.709,0,-36.83,0
34.036,0,-36.576,0
34.362,0,-36.322,0
34.682,0,-36.068,0
34.903,0,-35.814,0
35.125,0,-35.56,0
35.346,0,-35.306,0
35.567,0,-35.052,0
35.789,0,-34.798,0
35.917,0,-34.544,0
35.896,0,-34.29,0
35.875,0,-34.036,0
35.65,0,-33.782,0
35.421,0,-33.528,0
35.031,0,-33.274,0
34.525,0,-33.02,0
33.945,0,-32.766,0
33.019,0,-32.512,0
32.094,0,-32.258,0
30.751,0,-32.004,0
29.288,0,-31.75,0
27.325,0,-31.496,0
24.525,0,-31.242,0
21.725,0,-30.988,0
17.31,0,-30.734,0
12.991,0,-30.48,0
11.084,0,-30.226,0
9.3217,0,-29.972,0
7.8799,0,-29.718,0
6.7714,0,-29.464,0
5.8145,0,-29.21,0
5.1836,0,-28.956,0
4.6272,0,-28.702,0
4.1878,0,-28.448,0
3.8238,0,-28.194,0
3.5106,0,-27.94,0
3.2843,0,-27.686,0
3.082,0,-27.432,0
2.9271,0,-27.178,0
2.8087,0,-26.924,0
2.7238,0,-26.67,0
2.6795,0,-26.416,0
2.6579,0,-26.162,0
2.6598,0,-25.908,0
2.6948,0,-25.654,0
2.7588,0,-25.4,0
2.854,0,-25.146,0
2.9811,0,-24.892,0
3.1464,0,-24.638,0
3.3593,0,-24.384,0
3.6214,0,-24.13,0
3.9385,0,-23.876,0
4.3001,0,-23.622,0
4.7898,0,-23.368,0
5.3427,0,-23.114,0
6.028,0,-22.86,0
6.9234,0,-22.606,0
8.1052,0,-22.352,0
9.4783,0,-22.098,0
11.367,0,-21.844,0
13.433,0,-21.59,0
17.127,0,-21.336,0
22,0,-21.082,0
25.934,0,-20.828,0
29.098,0,-20.574,0
31.972,0,-20.32,0
33.681,0,-20.066,0
35.389,0,-19.812,0
36.635,0,-19.558,0
37.762,0,-19.304,0
38.71,0,-19.05,0
39.384,0,-18.796,0
40.059,0,-18.542,0
40.435,0,-18.288,0
40.81,0,-18.034,0
41.053,0,-17.78,0
41.204,0,-17.526,0
41.306,0,-17.272,0
41.193,0,-17.018,0
41.081,0,-16.764,0
40.968,0,-16.51,0
40.856,0,-16.256,0
40.743,0,-16.002,0
40.577,0,-15.748,0
40.36,0,-15.494,0
40.142,0,-15.24,0
39.924,0,-14.986,0
39.706,0,-14.732,0
39.488,0,-14.478,0
39.384,0,-14.224,0
39.304,0,-13.97,0
39.223,0,-13.716,0
39.143,0,-13.462,0
39.063,0,-13.208,0
39.019,0,-12.954,0
39.188,0,-12.7,0
39.357,0,-12.446,0
39.526,0,-12.192,0
39.696,0,-11.938,0
39.865,0,-11.684,0
40.096,0,-11.43,0
40.399,0,-11.176,0
40.703,0,-10.922,0
41.006,0,-10.668,0
41.31,0,-10.414,0
41.613,0,-10.16,0
41.825,0,-9.906,0
42.01,0,-9.652,0
42.196,0,-9.398,0
42.381,0,-9.144,0
42.566,0,-8.89,0
42.725,0,-8.636,0
42.628,0,-8.382,0
42.532,0,-8.128,0
42.271,0,-7.874,0
41.937,0,-7.62,0
41.51,0,-7.366,0
40.857,0,-7.112,0
40.205,0,-6.858,0
39.123,0,-6.604,0
37.988,0,-6.35,0
36.55,0,-6.096,0
34.796,0,-5.842,0
32.907,0,-5.588,0
29.609,0,-5.334,0
26.31,0,-5.08,0
21.655,0,-4.826,0
16.603,0,-4.572,0
13.428,0,-4.318,0
11.066,0,-4.064,0
9.4873,0,-3.81,0
8.1104,0,-3.556,0
7.0034,0,-3.302,0
6.1852,0,-3.048,0
5.4982,0,-2.794,0
4.928,0,-2.54,0
4.4681,0,-2.286,0
4.1336,0,-2.032,0
3.8071,0,-1.778,0
3.5551,0,-1.524,0
3.3523,0,-1.27,0
3.1949,0,-1.016,0
3.0829,0,-0.762,0
3.0068,0,-0.508,0
2.9572,0,-0.254,0
2.9308,0,0,0
2.9571,0,0.254,0
3.0041,0,0.508,0
3.0827,0,0.762,0
3.1978,0,1.016,0
3.3533,0,1.27,0
3.5503,0,1.524,0
3.8105,0,1.778,0
4.1131,0,2.032,0
4.4807,0,2.286,0
4.9553,0,2.54,0
5.4913,0,2.794,0
6.1915,0,3.048,0
7.0098,0,3.302,0
8.1993,0,3.556,0
9.532,0,3.81,0
11.415,0,4.064,0
13.525,0,4.318,0
16.587,0,4.572,0
21.652,0,4.826,0
26.311,0,5.08,0
29.611,0,5.334,0
32.91,0,5.588,0
34.799,0,5.842,0
36.554,0,6.096,0
37.991,0,6.35,0
39.127,0,6.604,0
40.209,0,6.858,0
40.862,0,7.112,0
41.514,0,7.366,0
41.941,0,7.62,0
42.274,0,7.874,0
42.535,0,8.128,0
42.63,0,8.382,0
42.726,0,8.636,0
42.567,0,8.89,0
42.381,0,9.144,0
42.196,0,9.398,0
42.01,0,9.652,0
41.824,0,9.906,0
41.613,0,10.16,0
41.309,0,10.414,0
41.006,0,10.668,0
40.703,0,10.922,0
40.4,0,11.176,0
40.097,0,11.43,0
39.866,0,11.684,0
39.697,0,11.938,0
39.528,0,12.192,0
39.36,0,12.446,0
39.191,0,12.7,0
39.022,0,12.954,0
39.067,0,13.208,0
39.147,0,13.462,0
39.228,0,13.716,0
39.308,0,13.97,0
39.389,0,14.224,0
39.494,0,14.478,0
39.712,0,14.732,0
39.93,0,14.986,0
40.149,0,15.24,0
40.367,0,15.494,0
40.586,0,15.748,0
40.752,0,16.002,0
40.864,0,16.256,0
40.977,0,16.51,0
41.089,0,16.764,0
41.201,0,17.018,0
41.314,0,17.272,0
41.212,0,17.526,0
41.059,0,17.78,0
40.816,0,18.034,0
40.441,0,18.288,0
40.064,0,18.542,0
39.389,0,18.796,0
38.715,0,19.05,0
37.767,0,19.304,0
36.639,0,19.558,0
35.393,0,19.812,0
33.684,0,20.066,0
31.974,0,20.32,0
29.099,0,20.574,0
25.932,0,20.828,0
21.996,0,21.082,0
17.122,0,21.336,0
13.429,0,21.59,0
11.364,0,21.844,0
9.4757,0,22.098,0
8.1031,0,22.352,0
6.9216,0,22.606,0
6.0265,0,22.86,0
5.3415,0,23.114,0
4.7888,0,23.368,0
4.2992,0,23.622,0
3.9377,0,23.876,0
3.6207,0,24.13,0
3.3587,0,24.384,0
3.1459,0,24.638,0
2.9806,0,24.892,0
2.8537,0,25.146,0
2.7586,0,25.4,0
2.6946,0,25.654,0
2.6596,0,25.908,0
2.6578,0,26.162,0
2.6796,0,26.416,0
2.7239,0,26.67,0
2.8089,0,26.924,0
2.9274,0,27.178,0
3.0824,0,27.432,0
3.2848,0,27.686,0
3.5112,0,27.94,0
3.8245,0,28.194,0
4.1887,0,28.448,0
4.6282,0,28.702,0
5.1849,0,28.956,0
5.8161,0,29.21,0
6.7733,0,29.464,0
7.8821,0,29.718,0
9.3243,0,29.972,0
11.087,0,30.226,0
12.995,0,30.48,0
17.316,0,30.734,0
21.735,0,30.988,0
24.54,0,31.242,0
27.344,0,31.496,0
29.309,0,31.75,0
30.775,0,32.004,0
32.119,0,32.258,0
33.046,0,32.512,0
33.973,0,32.766,0
34.554,0,33.02,0
35.062,0,33.274,0
35.453,0,33.528,0
35.683,0,33.782,0
35.91,0,34.036,0
35.934,0,34.29,0
35.959,0,34.544,0
35.832,0,34.798,0
35.611,0,35.052,0
35.391,0,35.306,0
35.171,0,35.56,0
34.95,0,35.814,0
34.73,0,36.068,0
34.41,0,36.322,0
34.083,0,36.576,0
33.756,0,36.83,0
33.429,0,37.084,0
33.103,0,37.338,0
32.802,0,37.592,0
32.581,0,37.846,0
32.36,0,38.1,0
32.139,0,38.354,0
31.917,0,38.608,0
31.696,0,38.862,0
31.59,0,39.116,0
31.571,0,39.37,0
31.552,0,39.624,0
31.534,0,39.878,0
31.515,0,40.132,0
31.496,0,40.386,0
31.579,0,40.64,0
31.676,0,40.894,0
31.772,0,41.148,0
31.869,0,41.402,0
31.965,0,41.656,0
32.047,0,41.91,0
32.068,0,42.164,0
32.09,0,42.418,0
32.112,0,42.672,0
32.133,0,42.926,0
32.155,0,43.18,0
32.073,0,43.434,0
31.895,0,43.688,0
31.698,0,43.942,0
31.355,0,44.196,0
31.011,0,44.45,0
30.508,0,44.704,0
29.941,0,44.958,0
29.266,0,45.212,0
28.36,0,45.466,0
27.453,0,45.72,0
26.149,0,45.974,0
24.808,0,46.228,0
22.905,0,46.482,0
20.47,0,46.736,0
17.868,0,46.99,0
14.078,0,47.244,0
10.673,0,47.498,0
8.9582,0,47.752,0
7.441,0,48.006,0
6.3462,0,48.26,0
5.442,0,48.514,0
4.6839,0,48.768,0
4.1466,0,49.022,0
3.691,0,49.276,0
3.3102,0,49.53,0
3.0031,0,49.784,0
2.7467,0,50.038,0
2.5388,0,50.292,0
2.354,0,50.546,0
2.2099,0,50.8,0
2.096,0,51.054,0
2.0069,0,51.308,0
1.9476,0,51.562,0
1.906,0,51.816,0
1.8828,0,52.07,0
1.8793,0,52.324,0
1.8965,0,52.578,0
1.9367,0,52.832,0
1.9969,0,53.086,0
2.0836,0,53.34,0
2.2041,0,53.594,0
2.3458,0,53.848,0
2.5201,0,54.102,0
2.7429,0,54.356,0
3.0128,0,54.61,0
3.337,0,54.864,0
3.7396,0,55.118,0
4.2917,0,55.372,0
4.9432,0,55.626,0
5.7763,0,55.88,0
