"Material_id","Power_eig0","phi_assembly_g_0_eig0","phi_assembly_g_1_eig0","phi_assembly_g_2_eig0","phi_assembly_g_3_eig0","phi_assembly_g_4_eig0","phi_assembly_g_5_eig0","phi_assembly_g_6_eig0","phi_assembly_g_7_eig0","phi_g1_eig_1","phi_g2_eig_1","phi_g3_eig_1","phi_g4_eig_1","phi_g5_eig_1","phi_g6_eig_1","phi_g7_eig_1","phi_g8_eig_1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,6.0592,9.2052,9.7315,3.1231,8.6658,20.407,21.413,9.9394,1,219.2,0,92.202,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,5.8776,8.8923,9.423,3.0348,8.5291,20.118,21.114,9.7998,1,219.46,0,92.456,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,5.6978,8.5829,9.1172,2.947,8.3922,19.828,20.813,9.6597,1,219.71,0,92.71,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,5.5197,8.277,8.8142,2.8599,8.2552,19.537,20.512,9.5193,1,219.96,0,92.964,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,5.3436,7.9748,8.514,2.7735,8.1181,19.245,20.21,9.3783,1,220.22,0,93.218,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,5.1705,7.6785,8.2188,2.6882,7.9808,18.951,19.906,9.2366,1,220.47,0,93.472,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,5.0196,7.4251,7.9605,2.6119,7.8435,18.65,19.593,9.0909,1,220.73,0,93.726,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,4.8711,7.1764,7.7062,2.5367,7.7066,18.349,19.28,8.9452,1,220.98,0,93.98,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,4.7251,6.9324,7.4561,2.4625,7.57,18.049,18.967,8.7995,1,221.23,0,94.234,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,4.5815,6.6928,7.2099,2.3892,7.4337,17.748,18.654,8.6538,1,221.49,0,94.488,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,4.4401,6.4576,6.9675,2.317,7.2978,17.447,18.341,8.5082,1,221.74,0,94.742,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,4.3026,6.23,6.7321,2.2465,7.1625,17.147,18.028,8.3625,1,222,0,94.996,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,4.1688,6.0091,6.5028,2.1776,7.0278,16.847,17.715,8.2169,1,222.25,0,95.25,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,4.0374,5.7931,6.2779,2.1098,6.8937,16.547,17.402,8.0716,1,222.5,0,95.504,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,3.9187,5.6009,6.0753,2.0479,6.7623,16.25,17.092,7.9273,1,222.76,0,95.758,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,3.8037,5.4158,5.8795,1.9878,6.6321,15.954,16.783,7.7838,1,223.01,0,96.012,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,3.6939,5.2403,5.6929,1.93,6.5033,15.66,16.476,7.641,1,223.27,0,96.266,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,3.5857,5.0678,5.5091,1.8731,6.3753,15.368,16.171,7.499,1,223.52,0,96.52,0
