"phi_g1_eig_1","Points:0","Points:1","Points:2"
0.64664,9.33,8.967,0
0.6412,9.34,8.967,0
0.63575,9.35,8.967,0
0.63031,9.36,8.967,0
0.62487,9.37,8.967,0
0.61944,9.38,8.967,0
0.61401,9.39,8.967,0
0.60859,9.4,8.967,0
0.60316,9.41,8.967,0
0.59774,9.42,8.967,0
0.59231,9.43,8.967,0
0.58688,9.44,8.967,0
0.58146,9.45,8.967,0
0.57603,9.46,8.967,0
0.57061,9.47,8.967,0
0.56518,9.48,8.967,0
0.55975,9.49,8.967,0
0.55433,9.5,8.967,0
0.54887,9.51,8.967,0
0.5434,9.52,8.967,0
0.53794,9.53,8.967,0
0.53248,9.54,8.967,0
0.52702,9.55,8.967,0
0.52156,9.56,8.967,0
0.51609,9.57,8.967,0
0.51063,9.58,8.967,0
0.50517,9.59,8.967,0
0.49971,9.6,8.967,0
0.49425,9.61,8.967,0
0.48878,9.62,8.967,0
0.48327,9.63,8.967,0
0.47771,9.64,8.967,0
0.47215,9.65,8.967,0
0.46658,9.66,8.967,0
0.46102,9.67,8.967,0
0.45546,9.68,8.967,0
0.4499,9.69,8.967,0
0.44433,9.7,8.967,0
0.43877,9.71,8.967,0
0.43321,9.72,8.967,0
0.42765,9.73,8.967,0
0.42208,9.74,8.967,0
0.41652,9.75,8.967,0
0.41078,9.76,8.967,0
0.40503,9.77,8.967,0
0.39929,9.78,8.967,0
0.39355,9.79,8.967,0
0.3878,9.8,8.967,0
0.38206,9.81,8.967,0
0.37632,9.82,8.967,0
0.37057,9.83,8.967,0
0.36483,9.84,8.967,0
0.35909,9.85,8.967,0
0.35334,9.86,8.967,0
0.3476,9.87,8.967,0
0.34171,9.88,8.967,0
0.33569,9.89,8.967,0
0.32966,9.9,8.967,0
0.32363,9.91,8.967,0
0.3176,9.92,8.967,0
0.31157,9.93,8.967,0
0.30555,9.94,8.967,0
0.29952,9.95,8.967,0
0.29349,9.96,8.967,0
0.28746,9.97,8.967,0
0.28143,9.98,8.967,0
0.27541,9.99,8.967,0
0.26938,10,8.967,0
